DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV
2017-03-31	27117709	Couch FJ	2016-04-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/27117709	Identification of four novel susceptibility loci for oestrogen receptor negative breast cancer.	Breast cancer (estrogen-receptor negative)	4,939 European ancestry cases, 14,352 European ancestry controls	7,333 European ancestry cases, 42,468 European ancestry controls	13q13.1	13	32398489	NR	BRCA2			675			rs11571833-?	rs11571833	0	11571833	stop_gained	0	0.01	6E-6	5.221848749616356		1.32	[1.20-1.43]	Illumina [10909381] (imputed)	N
2017-02-02	27515689	Kerns SL	2016-07-20	EBioMedicine	www.ncbi.nlm.nih.gov/pubmed/27515689	Meta-analysis of Genome Wide Association Studies Identifies Genetic Markers of Late Toxicity Following Radiotherapy for Prostate Cancer.	Response to radiotherapy in prostate cancer (overall toxicity)	1,346 European ancestry individuals	NA	11q12.2	11	60441351	Intergenic	MS4A5			64232			rs11230328-G	rs11230328	0	11230328	intron_variant	0	0.27	6E-10	9.221848749616356		0.31	[0.21-0.41] unit increase	NR [~ 38000000] (imputed)	N
2017-02-02	27515689	Kerns SL	2016-07-20	EBioMedicine	www.ncbi.nlm.nih.gov/pubmed/27515689	Meta-analysis of Genome Wide Association Studies Identifies Genetic Markers of Late Toxicity Following Radiotherapy for Prostate Cancer.	Response to radiotherapy in prostate cancer (overall toxicity)	1,346 European ancestry individuals	NA	10p14	10	10074911	Intergenic	LOC101928298 - TCEB1P3	101928298	644540		11409	99269	rs147596965-T	rs147596965	0	147596965	regulatory_region_variant	1	0.07	6E-8	7.221848749616356		0.67	[0.43-0.91] unit increase	NR [~ 38000000] (imputed)	N
2017-02-02	27515689	Kerns SL	2016-07-20	EBioMedicine	www.ncbi.nlm.nih.gov/pubmed/27515689	Meta-analysis of Genome Wide Association Studies Identifies Genetic Markers of Late Toxicity Following Radiotherapy for Prostate Cancer.	Response to radiotherapy in prostate cancer (overall toxicity)	1,346 European ancestry individuals	NA	2q31.1	2	174729547	Intergenic	H3F3AP4 - CHRNA1	440926	1134		8689	18045	rs77530448-G	rs77530448	0	77530448	intron_variant	1	0.09	7E-8	7.154901959985743		0.36	[0.23-0.49] unit increase	NR [~ 38000000] (imputed)	N
2017-02-02	27515689	Kerns SL	2016-07-20	EBioMedicine	www.ncbi.nlm.nih.gov/pubmed/27515689	Meta-analysis of Genome Wide Association Studies Identifies Genetic Markers of Late Toxicity Following Radiotherapy for Prostate Cancer.	Response to radiotherapy in prostate cancer (overall toxicity)	1,346 European ancestry individuals	NA	15q12	15	25730061	Intergenic	ATP10A			57194			rs4906759-T	rs4906759	0	4906759	intron_variant	0	0.06	2E-7	6.698970004336019		0.55	[0.34-0.75] unit increase	NR [~ 38000000] (imputed)	N
2017-02-02	27515689	Kerns SL	2016-07-20	EBioMedicine	www.ncbi.nlm.nih.gov/pubmed/27515689	Meta-analysis of Genome Wide Association Studies Identifies Genetic Markers of Late Toxicity Following Radiotherapy for Prostate Cancer.	Response to radiotherapy in prostate cancer (overall toxicity)	1,346 European ancestry individuals	NA	4p15.2	4	26002024	Intergenic	SMIM20 - LOC105374540	389203	105374540		72145	68738	rs71610881-A	rs71610881	0	71610881	intergenic_variant	1	0.06	5E-7	6.301029995663981		0.6	[0.36-0.83] unit increase	NR [~ 38000000] (imputed)	N
2017-02-02	27515689	Kerns SL	2016-07-20	EBioMedicine	www.ncbi.nlm.nih.gov/pubmed/27515689	Meta-analysis of Genome Wide Association Studies Identifies Genetic Markers of Late Toxicity Following Radiotherapy for Prostate Cancer.	Response to radiotherapy in prostate cancer (overall toxicity)	1,346 European ancestry individuals	NA	19q13.2	19	40682173	Intergenic	NUMBL			9253			rs141799618-G	rs141799618	0	141799618	intron_variant	0	0.06	1E-6	6.0		0.44	[0.26-0.62] unit increase	NR [~ 38000000] (imputed)	N
2017-02-02	27515689	Kerns SL	2016-07-20	EBioMedicine	www.ncbi.nlm.nih.gov/pubmed/27515689	Meta-analysis of Genome Wide Association Studies Identifies Genetic Markers of Late Toxicity Following Radiotherapy for Prostate Cancer.	Response to radiotherapy in prostate cancer (overall toxicity)	1,346 European ancestry individuals	NA	10q26.2	10	126642144	Intergenic	C10orf90			118611			rs2842169-C	rs2842169	0	2842169	intron_variant	0	0.1	1E-6	6.0		0.28	[0.17-0.40] unit increase	NR [~ 38000000] (imputed)	N
2017-02-02	27515689	Kerns SL	2016-07-20	EBioMedicine	www.ncbi.nlm.nih.gov/pubmed/27515689	Meta-analysis of Genome Wide Association Studies Identifies Genetic Markers of Late Toxicity Following Radiotherapy for Prostate Cancer.	Response to radiotherapy in prostate cancer (overall toxicity)	1,346 European ancestry individuals	NA	11q24.1	11	123204711	Intergenic	LOC105369540			105369540			rs11219068-A	rs11219068	0	11219068	intron_variant	0	0.15	2E-6	5.698970004336019		0.28	[0.17-0.40] unit increase	NR [~ 38000000] (imputed)	N
2017-02-02	27515689	Kerns SL	2016-07-20	EBioMedicine	www.ncbi.nlm.nih.gov/pubmed/27515689	Meta-analysis of Genome Wide Association Studies Identifies Genetic Markers of Late Toxicity Following Radiotherapy for Prostate Cancer.	Response to radiotherapy in prostate cancer (overall toxicity)	1,346 European ancestry individuals	NA	17p13.2	17	6384826	Intergenic	LOC105371509 - AIPL1	105371509	23746		9779	38911	rs8075565-T	rs8075565	0	8075565	intergenic_variant	1	0.13	2E-6	5.698970004336019		0.28	[0.16-0.39] unit increase	NR [~ 38000000] (imputed)	N
2017-02-02	27515689	Kerns SL	2016-07-20	EBioMedicine	www.ncbi.nlm.nih.gov/pubmed/27515689	Meta-analysis of Genome Wide Association Studies Identifies Genetic Markers of Late Toxicity Following Radiotherapy for Prostate Cancer.	Response to radiotherapy in prostate cancer (overall toxicity)	1,346 European ancestry individuals	NA	4q28.3	4	134616564	Intergenic	LOC105377436			105377436			rs6535028-T	rs6535028	0	6535028	intergenic_variant	0	0.1	3E-6	5.522878745280337		0.29	[0.17-0.40] unit increase	NR [~ 38000000] (imputed)	N
2017-02-02	27515689	Kerns SL	2016-07-20	EBioMedicine	www.ncbi.nlm.nih.gov/pubmed/27515689	Meta-analysis of Genome Wide Association Studies Identifies Genetic Markers of Late Toxicity Following Radiotherapy for Prostate Cancer.	Response to radiotherapy in prostate cancer (overall toxicity)	1,346 European ancestry individuals	NA	15q21.1	15	46564730	Intergenic	LOC100419366 - LOC105370803	100419366	105370803		464356	43020	rs4775602-C	rs4775602	0	4775602	intergenic_variant	1	0.16	3E-6	5.522878745280337		0.23	[0.13-0.32] unit increase	NR [~ 38000000] (imputed)	N
2017-02-02	27515689	Kerns SL	2016-07-20	EBioMedicine	www.ncbi.nlm.nih.gov/pubmed/27515689	Meta-analysis of Genome Wide Association Studies Identifies Genetic Markers of Late Toxicity Following Radiotherapy for Prostate Cancer.	Response to radiotherapy in prostate cancer (overall toxicity)	1,346 European ancestry individuals	NA	1p13.3	1	109165601	Intergenic	KIAA1324			57535			rs60481745-A	rs60481745	0	60481745	intron_variant	0	0.1	4E-6	5.3979400086720375		0.37	[0.22-0.53] unit increase	NR [~ 38000000] (imputed)	N
2017-02-02	27515689	Kerns SL	2016-07-20	EBioMedicine	www.ncbi.nlm.nih.gov/pubmed/27515689	Meta-analysis of Genome Wide Association Studies Identifies Genetic Markers of Late Toxicity Following Radiotherapy for Prostate Cancer.	Response to radiotherapy in prostate cancer (overall toxicity)	1,346 European ancestry individuals	NA	8p23.2	8	3289837	Intergenic	CSMD1			64478			rs7829759-A	rs7829759	0	7829759	intron_variant	0	0.11	4E-6	5.3979400086720375		0.33	[0.19-0.47] unit increase	NR [~ 38000000] (imputed)	N
2017-02-02	27515689	Kerns SL	2016-07-20	EBioMedicine	www.ncbi.nlm.nih.gov/pubmed/27515689	Meta-analysis of Genome Wide Association Studies Identifies Genetic Markers of Late Toxicity Following Radiotherapy for Prostate Cancer.	Response to radiotherapy in prostate cancer (overall toxicity)	1,346 European ancestry individuals	NA	15q24.2	15	75637650	Intergenic	SNUPN - IMP3	10073	55272		11272	1435	rs79604958-C	rs79604958	0	79604958	intron_variant	1	0.07	4E-6	5.3979400086720375		0.47	[0.27-0.68] unit increase	NR [~ 38000000] (imputed)	N
2017-02-02	27515689	Kerns SL	2016-07-20	EBioMedicine	www.ncbi.nlm.nih.gov/pubmed/27515689	Meta-analysis of Genome Wide Association Studies Identifies Genetic Markers of Late Toxicity Following Radiotherapy for Prostate Cancer.	Response to radiotherapy in prostate cancer (overall toxicity)	1,346 European ancestry individuals	NA	12p13.31	12	8552873	Intergenic	CLEC4E - LOC105369645	26253	105369645		11545	10322	rs10770857-A	rs10770857	0	10770857	intron_variant	1	0.37	5E-6	5.301029995663981		0.17	[0.10-0.25] unit increase	NR [~ 38000000] (imputed)	N
2017-02-02	27515689	Kerns SL	2016-07-20	EBioMedicine	www.ncbi.nlm.nih.gov/pubmed/27515689	Meta-analysis of Genome Wide Association Studies Identifies Genetic Markers of Late Toxicity Following Radiotherapy for Prostate Cancer.	Response to radiotherapy in prostate cancer (overall toxicity)	1,346 European ancestry individuals	NA	15q25.1	15	79696844	Intergenic	LOC390618 - TRC-GCA5-1	390618	100189155		27749	47811	rs12591436-G	rs12591436	0	12591436	intergenic_variant	1	0.34	6E-6	5.221848749616356		0.18	[0.10-0.26] unit increase	NR [~ 38000000] (imputed)	N
2017-03-20	28171663	Huo D	2016-09-04	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/28171663	Genome-wide Association Studies in Women of African Ancestry Identified 3q26.21 as a Novel Susceptibility Locus for Estrogen Receptor Negative Breast Cancer.	Breast cancer (estrogen-receptor negative)	1349 African American cases, 42 African ancestry cases, 4,150 African American controls, 624 African ancestry controls	573 African American cases, 2,939 African American controls	3q26.31	3	172550013	TNFSF10	TNFSF10 - LOC105374219	8743	105374219		26506	42844	rs13074711-T	rs13074711	0	13074711	intergenic_variant	1	0.69	2E-8	7.698970004336019		1.29	[1.18-1.40]	Illumina [16147413] (imputed)	N
2017-03-20	28171663	Huo D	2016-09-04	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/28171663	Genome-wide Association Studies in Women of African Ancestry Identified 3q26.21 as a Novel Susceptibility Locus for Estrogen Receptor Negative Breast Cancer.	Breast cancer (estrogen-receptor negative)	1349 African American cases, 42 African ancestry cases, 4,150 African American controls, 624 African ancestry controls	573 African American cases, 2,939 African American controls	5p15.33	5	1279675	TERT	TERT			7015			rs10069690-T	rs10069690	0	10069690	intron_variant	0	0.6	2E-10	9.698970004336019		1.3	[1.20-1.41]	Illumina [16147413] (imputed)	N
2017-03-20	28171663	Huo D	2016-09-04	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/28171663	Genome-wide Association Studies in Women of African Ancestry Identified 3q26.21 as a Novel Susceptibility Locus for Estrogen Receptor Negative Breast Cancer.	Breast cancer (estrogen-receptor positive)	1795 African American cases, 99 African ancestry cases, 4,150 African American controls, 624 African ancestry controls	1093 African American cases, 2939 African American controls	2q35	2	217029040	intergenic	LOC101928278			101928278			rs12998806-G	rs12998806	0	12998806	intergenic_variant	0	0.86	2E-8	7.698970004336019		1.34	[1.21-1.48]	Illumina [16147413] (imputed)	N
2017-03-31	27749845	Lesseur C	2016-10-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27749845	Genome-wide association analyses identify new susceptibility loci for oral cavity and pharyngeal cancer.	Oral cavity cancer	2,717 European ancestry cases, 273 cases, 5,984 European ancestry controls, 601 controls	NA	2p23.3	2	27633057	GPN1, C2orf16, ZNF512, CCDC121	GPN1			11321			rs6547741-G	rs6547741	0	6547741	intron_variant	0	0.46	4E-8	7.3979400086720375		1.1983223	NR	Illumina [7574753] (imputed)	N
2017-03-31	27749845	Lesseur C	2016-10-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27749845	Genome-wide association analyses identify new susceptibility loci for oral cavity and pharyngeal cancer.	Oral cavity cancer	2,717 European ancestry cases, 273 cases, 5,984 European ancestry controls, 601 controls	NA	4q23	4	99318162	ADH1B	ADH1B			125			rs1229984-G	rs1229984	0	1229984	missense_variant	0	0.94	1E-9	9.0		1.7436792	NR	Illumina [7574753] (imputed)	N
2017-03-31	27749845	Lesseur C	2016-10-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27749845	Genome-wide association analyses identify new susceptibility loci for oral cavity and pharyngeal cancer.	Oral cavity cancer	2,717 European ancestry cases, 273 cases, 5,984 European ancestry controls, 601 controls	NA	5p15.33	5	1343679	CLPTM1L	CLPTM1L			81037			rs10462706-C	rs10462706	0	10462706	intron_variant	0	0.85	6E-10	9.221848749616356		1.3594345	NR	Illumina [7574753] (imputed)	N
2017-03-31	27749845	Lesseur C	2016-10-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27749845	Genome-wide association analyses identify new susceptibility loci for oral cavity and pharyngeal cancer.	Oral cavity cancer	2,717 European ancestry cases, 273 cases, 5,984 European ancestry controls, 601 controls	NA	9p21.3	9	22064466	CDKN2B-AS1	CDKN2B-AS1			100048912			rs8181047-A	rs8181047	0	8181047	intron_variant	0	0.24	4E-9	8.397940008672037		1.24	NR	Illumina [7574753] (imputed)	N
2017-03-31	27749845	Lesseur C	2016-10-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27749845	Genome-wide association analyses identify new susceptibility loci for oral cavity and pharyngeal cancer.	Oral cavity cancer	2,717 European ancestry cases, 273 cases, 5,984 European ancestry controls, 601 controls	NA	9q34.12	9	131076637	LAMC3, LOC105376298	LAMC3			10319			rs928674-G	rs928674	0	928674	intron_variant	0	0.12	2E-8	7.698970004336019		1.3252	NR	Illumina [7574753] (imputed)	N
2017-03-31	27749845	Lesseur C	2016-10-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27749845	Genome-wide association analyses identify new susceptibility loci for oral cavity and pharyngeal cancer.	Oral cavity cancer	2,717 European ancestry cases, 273 cases, 5,984 European ancestry controls, 601 controls	NA	15q21.2	15	49536822	LOC105370811	LOC105370811, FAM227B			105370811, 196951			rs10851478-G	rs10851478	0	10851478	intron_variant	0	0.36	4E-7	6.3979400086720375		1.1865	NR	Illumina [7574753] (imputed)	N
2017-03-31	27749845	Lesseur C	2016-10-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27749845	Genome-wide association analyses identify new susceptibility loci for oral cavity and pharyngeal cancer.	Oral cavity cancer	2,717 European ancestry cases, 273 cases, 5,984 European ancestry controls, 601 controls	NA	15q26.2	15	96319940	NR2F2-AS1	NR2F2-AS1			644192			rs2398180-T	rs2398180	0	2398180	intron_variant	0	0.53	3E-7	6.522878745280337		1.201	NR	Illumina [7574753] (imputed)	N
2017-03-31	27749845	Lesseur C	2016-10-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27749845	Genome-wide association analyses identify new susceptibility loci for oral cavity and pharyngeal cancer.	Oral cavity cancer	2,717 European ancestry cases, 273 cases, 5,984 European ancestry controls, 601 controls	NA	6p21.32	6	32679924	intergenic	HLA-DQB1 - MTCO3P1	3119	404026		13235	26220	rs3129780-A	rs3129780	0	3129780	intergenic_variant	1	0.64	6E-8	7.221848749616356		1.2373	NR	Illumina [7574753] (imputed)	N
2017-03-31	27749845	Lesseur C	2016-10-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27749845	Genome-wide association analyses identify new susceptibility loci for oral cavity and pharyngeal cancer.	Oral cavity cancer	2,717 European ancestry cases, 273 cases, 5,984 European ancestry controls, 601 controls	NA	6p21.33	6	31579073	MICB, AIF1	TNF - LTB	7124	4050		737	1485	rs1800628-A	rs1800628	0	1800628	downstream_gene_variant	1	0.07	7E-8	7.154901959985743		1.3962	NR	Illumina [7574753] (imputed)	N
2008-06-16	18385676	Amos CI	2008-04-03	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18385676	Genome-wide association scan of tag SNPs identifies a susceptibility locus for lung cancer at 15q25.1.	Lung cancer	1,154 European ancestry cases, 1,137 European ancestry controls	2,724 European ancestry cases, 3,694 European ancestry controls	15q25.1	15	78513681	CHRNA5, CHRNA3, PSMA4, LOC123688	HYKK			123688			rs8034191-G	rs8034191	0	8034191	intron_variant	0	NR	3E-18	17.522878745280337		1.3	[1.15-1.47]	Illumina [317498]	N
2008-06-16	18385676	Amos CI	2008-04-03	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18385676	Genome-wide association scan of tag SNPs identifies a susceptibility locus for lung cancer at 15q25.1.	Lung cancer	1,154 European ancestry cases, 1,137 European ancestry controls	2,724 European ancestry cases, 3,694 European ancestry controls	1q23.2	1	159711078	CRP	CRPP1 - CRP	171422	1401		5482	1211	rs2808630-G	rs2808630	0	2808630	downstream_gene_variant	1	NR	7E-6	5.154901959985743		1.22	[1.10-1.35]	Illumina [317498]	N
2008-06-16	18385676	Amos CI	2008-04-03	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18385676	Genome-wide association scan of tag SNPs identifies a susceptibility locus for lung cancer at 15q25.1.	Lung cancer	1,154 European ancestry cases, 1,137 European ancestry controls	2,724 European ancestry cases, 3,694 European ancestry controls	3q28	3	190632672	IL1RAP	IL1RAP			3556			rs7626795-G	rs7626795	0	7626795	intron_variant	0	NR	8E-6	5.096910013008056		1.16	[1.05-1.28]	Illumina [317498]	N
2008-09-25	18794855	Kiemeney LA	2008-09-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18794855	Sequence variant on 8q24 confers susceptibility to urinary bladder cancer.	Urinary bladder cancer	1,803 European ancestry cases, 34,336 European ancestry controls	2,165 European ancestry cases, 3,800 European ancestry controls	8q24.21	8	127705823	MYC, BC042052	CASC11			100270680			rs9642880-T	rs9642880	0	9642880	intron_variant	0	0.45	9E-12	11.045757490560675		1.22	[1.15-1.29]	Illumina [302140]	N
2008-09-25	18794855	Kiemeney LA	2008-09-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18794855	Sequence variant on 8q24 confers susceptibility to urinary bladder cancer.	Urinary bladder cancer	1,803 European ancestry cases, 34,336 European ancestry controls	2,165 European ancestry cases, 3,800 European ancestry controls	3q28	3	189928144	TP63	TP63 - P3H2	8626	55214		30865	28584	rs710521-A	rs710521	0	710521	intergenic_variant	1	0.73	1E-7	7.0		1.19	[1.12-1.27]	Illumina [302140]	N
2008-11-12	18978787	Wang Y	2008-11-02	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18978787	Common 5p15.33 and 6p21.33 variants influence lung cancer risk.	Lung cancer	5,095 European ancestry cases, 5,200 European ancestry controls	2,448 European ancestry cases, 2,983 European ancestry controls	6p21.33	6	31652743	BAT3, MSH5	APOM, BAG6			55937, 7917			rs3117582-C	rs3117582	0	3117582	intron_variant	0	NR	5E-10	9.301029995663981		1.24	[1.16-1.33]	Illumina [223891]	N
2008-11-12	18978787	Wang Y	2008-11-02	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18978787	Common 5p15.33 and 6p21.33 variants influence lung cancer risk.	Lung cancer	5,095 European ancestry cases, 5,200 European ancestry controls	2,448 European ancestry cases, 2,983 European ancestry controls	5p15.33	5	1321972	CLPTM1L	CLPTM1L			81037			rs401681-G	rs401681	0	401681	intron_variant	0	NR	8E-9	8.096910013008056		1.15	[1.09-1.19]	Illumina [223891]	N
